"Nom_com";"id_insee";"annee";"PO";"LP";"LH";"LC";"Autres";"totalRP";"PO_coll";"LP_coll";"LH_coll";"LC_coll";"Autres_coll";"total_RP_coll";"PO_ind";"LP_ind";"LH_ind";"LC_ind";"Autres_ind";"total_RP_ind";"PO_1_piece";"LP_1_piece";"LH_1_piece";"LC_1_piece";"Autres_1_piece";"total_RP_1_piece";"PO_2_pieces";"LP_2_pieces";"LH_2_pieces";"LC_2_pieces";"Autres_2_pieces";"total_RP_2_pieces";"PO_3_pieces";"LP_3_pieces";"LH_3_pieces";"LC_3_pieces";"Autres_3_pieces";"total_RP_3_pieces";"PO_4_pieces";"LP_4_pieces";"LH_4_pieces";"LC_4_pieces";"Autres_4_pieces";"total_RP_4_pieces";"PO_5_pieces";"LP_5_pieces";"LH_5_pieces";"LC_5_pieces";"Autres_5_pieces";"total_RP_5_pieces";"PO_6et+_pieces";"LP_6et+_pieces";"LH_6et+_pieces";"LC_6et+_pieces";"Autres_6et+_pieces";"total_RP_6et+_pieces";"PO_nbpi_ecart_type";"LP_nbpi_ecart_type";"LH_nbpi_ecart_type";"LC_nbpi_ecart_type";"Autres_nbpi_ecart_type";"total_RP_nbpi_ecart_type";"PO_nbpi_moyenne";"LP_nbpi_moyenne";"LH_nbpi_moyenne";"LC_nbpi_moyenne";"Autres_nbpi_moyenne";"total_RP_nbpi_moyenne";"PO_nbpi_mediane";"LP_nbpi_mediane";"LH_nbpi_mediane";"LC_nbpi_mediane";"Autres_nbpi_mediane";"total_RP_nbpi_mediane";"PO_<9m²";"LP_<9m²";"LH_<9m²";"LC_<9m²";"Autres_<9m²";"total_RP_<9m²";"PO_10-20m²";"LP_10-20m²";"LH_10-20m²";"LC_10-20m²";"Autres_10-20m²";"total_RP_10-20m²";"PO_20-35m²";"LP_20-35m²";"LH_20-35m²";"LC_20-35m²";"Autres_20-35m²";"total_RP_20-35m²";"PO_35-54m²";"LP_35-54m²";"LH_35-54m²";"LC_35-54m²";"Autres_35-54m²";"total_RP_35-54m²";"PO_55-74m²";"LP_55-74m²";"LH_55-74m²";"LC_55-74m²";"Autres_55-74m²";"total_RP_55-74m²";"PO_75-94m²";"LP_75-94m²";"LH_75-94m²";"LC_75-94m²";"Autres_75-94m²";"total_RP_75-94m²";"PO_>94m²";"LP_>94m²";"LH_>94m²";"LC_>94m²";"Autres_>94m²";"total_RP_>94m²";"PO_surfh_ecart_type";"LP_surfh_ecart_type";"LH_surfh_ecart_type";"LC_surfh_ecart_type";"Autres_surfh_ecart_type";"total_RP_surfh_ecart_type";"PO_surfh_moyenne";"LP_surfh_moyenne";"LH_surfh_moyenne";"LC_surfh_moyenne";"Autres_surfh_moyenne";"total_RP_surfh_moyenne";"PO_surfh_mediane";"LP_surfh_mediane";"LH_surfh_mediane";"LC_surfh_mediane";"Autres_surfh_mediane";"total_RP_surfh_mediane";"PO_<1915";"LP_<1915";"LH_<1915";"LC_<1915";"Autres_<1915";"total_RP_<1915";"PO_1915-1948";"LP_1915-1948";"LH_1915-1948";"LC_1915-1948";"Autres_1915-1948";"total_RP_1915-1948";"PO_1949-1967";"LP_1949-1967";"LH_1949-1967";"LC_1949-1967";"Autres_1949-1967";"total_RP_1949-1967";"PO_1968-1974";"LP_1968-1974";"LH_1968-1974";"LC_1968-1974";"Autres_1968-1974";"total_RP_1968-1974";"PO_1975-1981";"LP_1975-1981";"LH_1975-1981";"LC_1975-1981";"Autres_1975-1981";"total_RP_1975-1981";"PO_1982-1989";"LP_1982-1989";"LH_1982-1989";"LC_1982-1989";"Autres_1982-1989";"total_RP_1982-1989";"PO_1990-1998";"LP_1990-1998";"LH_1990-1998";"LC_1990-1998";"Autres_1990-1998";"total_RP_1990-1998";"PO_>1998";"LP_>1998";"LH_>1998";"LC_>1998";"Autres_>1998";"total_RP_>1998";"PO_acons_ecart_type";"LP_acons_ecart_type";"LH_acons_ecart_type";"LC_acons_ecart_type";"Autres_acons_ecart_type";"total_RP_acons_ecart_type";"PO_acons_moyenne";"LP_acons_moyenne";"LH_acons_moyenne";"LC_acons_moyenne";"Autres_acons_moyenne";"total_RP_acons_moyenne";"PO_acons_mediane";"LP_acons_mediane";"LH_acons_mediane";"LC_acons_mediane";"Autres_acons_mediane";"total_RP_acons_mediane";"PO_ss_conf";"LP_ss_conf";"LH_ss_conf";"LC_ss_conf";"Autres_ss_conf";"total_RP_ss_conf";"PO_conf_partiel";"LP_conf_partiel";"LH_conf_partiel";"LC_conf_partiel";"Autres_conf_partiel";"total_RP_conf_partiel";"PO_tout_conf";"LP_tout_conf";"LH_tout_conf";"LC_tout_conf";"Autres_tout_conf";"total_RP_tout_conf";"PO_cc_1-4";"LP_cc_1-4";"LH_cc_1-4";"LC_cc_1-4";"Autres_cc_1-4";"total_RP_cc_1-4";"PO_cc_5";"LP_cc_5";"LH_cc_5";"LC_cc_5";"Autres_cc_5";"total_RP_cc_5";"PO_cc_6";"LP_cc_6";"LH_cc_6";"LC_cc_6";"Autres_cc_6";"total_RP_cc_6";"PO_cc7-8";"LP_cc7-8";"LH_cc7-8";"LC_cc7-8";"Autres_cc7-8";"total_RP_cc7-8"
"Bastelica";"2A031";2019;"147";"63";"0";"s";"s";238;"48";"s";"0";"s";"s";"100";"99";"s";"0";"s";"s";"138";"s";"s";"0";"0";"s";"18";"32";"s";"0";"s";"s";"57";"46";"17";"0";"s";"s";"74";"34";"s";"0";"s";"s";"55";"s";"s";"0";"0";"s";"21";"s";"0";"0";"0";"s";"13";"1";"1";".";"s";"s";1;"3";"3";".";"s";"s";"3";"3";"3";".";"s";"s";3;"s";"0";"0";0;0;"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"35";"s";"0";"s";"s";"61";"30";"s";"0";"0";"s";"59";"29";"s";"0";"s";"s";"44";"35";"s";"0";"s";"s";"46";"38";"26";".";"s";"s";35;"73";"62";".";"s";"s";70;"70";"60";".";"s";"s";64;"83";"s";"0";"0";"s";"144";"s";"s";"0";"s";"s";"21";"0";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"11";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"14";"15";"s";"0";"0";"s";"26";"85";"80";".";"s";"s";81;"1890";"1888";".";"s";"s";1888;"1880";"1860";".";"s";"s";1880;"s";"0";"0";"0";"s";"s";"120";"s";"0";"s";"s";"199";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"67";"96";"s";"0";"0";"s";"155";"s";"s";"0";"0";"s";"s"
"Bastelicaccia";"2A032";2019;"985";"402";"0";"s";"s";1452;"152";"s";"0";"s";"s";"406";"833";"s";"0";"s";"s";"1046";"s";"35";"0";"0";"s";"74";"s";"102";"0";"0";"s";"179";"177";"154";"0";"0";"17";"348";"377";"78";"0";"0";"18";"473";"214";"s";"0";"s";"s";"248";"119";"s";"0";"0";"s";"130";"1";"1";".";"s";"s";1;"4";"3";".";"s";"s";"4";"4";"3";".";"s";"s";4;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"s";"s";"s";"37";"0";"0";"s";"s";"s";"99";"0";"0";"s";"167";"82";"104";"0";"0";"13";"199";"151";"s";"0";"s";"s";"237";"666";"80";"0";"0";"29";"775";"44";"34";".";"s";"s";46;"114";"71";".";"s";"s";101;"110";"65";".";"s";"s";99;"52";"53";"0";"s";"s";"119";"s";"s";"0";"0";"s";"45";"s";"s";"0";"0";"0";"25";"41";"s";"0";"0";"s";"58";"156";"34";"0";"0";"14";"204";"152";"s";"0";"0";"s";"218";"160";"s";"0";"0";"s";"228";"380";"143";"0";"0";"18";"541";"39";"39";".";"s";"s";44;"1986";"1979";".";"s";"s";1983;"1992";"1991";".";"s";"s";1991;"46";"s";"0";"s";"s";"94";"471";"s";"0";"0";"s";"674";"468";"188";"0";"0";"28";"684";"208";"s";"0";"0";"s";"235";"678";"292";"0";"0";"37";"1007";"s";"81";"0";"s";"s";"190";"s";"s";"0";"0";"s";"20"
"Belvédère-Campomoro";"2A035";2019;"77";"s";"0";"s";"s";95;"s";"s";"0";"s";"s";"32";"s";"s";"0";"s";"s";"63";"s";"s";"0";"s";"0";"12";"s";"s";"0";"s";"s";"16";"s";"s";"0";"s";"0";"22";"s";"s";"0";"0";"s";"26";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"2";"s";".";"s";"s";2;"4";"s";".";"s";"s";"3";"4";"s";".";"s";"s";3;"0";"0";"0";0;0;"0";"s";"0";"0";"s";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"12";"s";"s";"0";"s";"0";"13";"s";"s";"0";"0";"0";"18";"s";"s";"0";"0";"s";"38";"59";"s";".";"s";"s";56;"99";"s";".";"s";"s";92;"92";"s";".";"s";"s";85;"s";"s";"0";"s";"s";"17";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"12";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"30";"59";"s";".";"s";"s";65;"1970";"s";".";"s";"s";1962;"1984";"s";".";"s";"s";1983;"s";"s";"0";"s";"0";"s";"47";"s";"0";"s";"s";"62";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"53";"s";"s";"0";"s";"s";"24";"s";"s";"0";"s";"0";"s"
"Bilia";"2A038";2019;"s";"s";"0";"s";"s";23;"s";"s";"0";"s";"s";"11";"s";"s";"0";"s";"s";"12";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"s";".";"s";"s";1;"s";"s";".";"s";"s";"3";"s";"s";".";"s";"s";3;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";"s";"s";29;"s";"s";".";"s";"s";62;"s";"s";".";"s";"s";60;"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";".";"s";"s";76;"s";"s";".";"s";"s";1903;"s";"s";".";"s";"s";1880;"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"11";"s";"s";"0";"s";"s";"s";"0";"s";"0";"0";"0";"s"
"Bocognano";"2A040";2019;"130";"50";"0";"s";"s";220;"43";"24";"0";"s";"s";"90";"87";"26";"0";"s";"s";"130";"s";"s";"0";"0";"s";"22";"23";"s";"0";"s";"s";"44";"27";"s";"0";"s";"14";"59";"45";"s";"0";"0";"s";"62";"s";"s";"0";"0";"s";"19";"s";"s";"0";"0";"s";"14";"2";"1";".";"s";"s";2;"4";"3";".";"s";"s";"3";"4";"3";".";"s";"s";3;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"s";"11";"s";"17";"0";"0";"s";"39";"18";"s";"0";"s";"s";"35";"18";"s";"0";"s";"s";"38";"19";"s";"0";"0";"s";"32";"53";"s";"0";"0";"s";"65";"48";"33";".";"s";"s";43;"82";"54";".";"s";"s";72;"80";"42";".";"s";"s";65;"56";"32";"0";"s";"s";"113";"s";"s";"0";"0";"s";"12";"s";"s";"0";"0";"s";"19";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"21";"s";"s";"0";"0";"s";"14";"s";"s";"0";"0";"s";"s";"101";"106";".";"s";"s";103;"1901";"1859";".";"s";"s";1887;"1949";"1865";".";"s";"s";1900;"s";"s";"0";"s";"s";"s";"91";"34";"0";"s";"s";"157";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"59";"s";"0";"0";"s";"82";"36";"s";"0";"s";"17";"70";"s";"20";"0";"s";"s";"s"
"Bonifacio";"2A041";2019;"791";"403";"s";"s";"118";1413;"185";"269";"s";"s";"52";"548";"606";"134";"s";"s";"66";"865";"47";"54";"s";"s";"s";"115";"109";"110";"s";"0";"s";"243";"232";"161";"31";"0";"43";"467";"252";"55";"44";"s";"s";"388";"102";"s";"s";"0";"s";"136";"49";"s";"s";"0";"s";"64";"1";"1";"s";"s";"1";1;"4";"3";"s";"s";"3";"3";"4";"3";"s";"s";"3";3;"0";"s";"0";0;0;"s";"s";"s";"0";"0";"s";"s";"s";"45";"s";"s";"s";"112";"93";"125";"s";"0";"s";"241";"92";"122";"22";"0";"17";"253";"156";"62";"43";"s";"s";"298";"389";"s";"s";"s";"34";"494";"50";"35";"s";"s";"49";47;"99";"63";"s";"s";"83";86;"93";"59";"s";"s";"80";80;"122";"162";"0";"s";"s";"312";"s";"s";"0";"s";"s";"15";"s";"s";"0";"0";"s";"22";"46";"s";"0";"s";"s";"84";"57";"s";"0";"s";"s";"75";"114";"33";"s";"0";"s";"239";"134";"55";"0";"s";"s";"204";"293";"101";"s";"0";"s";"451";"88";"122";"s";"s";"97";101;"1961";"1904";"s";"s";"1941";1945;"1991";"1975";"s";"s";"1984";1988;"s";"26";"0";"s";"s";"43";"555";"298";"s";"s";"81";"965";"s";"79";"s";"s";"s";"405";"s";"11";"0";"0";"s";"116";"545";"221";"s";"s";"72";"938";"135";"134";"0";"0";"26";"295";"s";"37";"0";"s";"s";"64"
"Calcatoggio";"2A048";2019;"210";"57";"0";"s";"s";285;"65";"s";"0";"s";"s";"108";"145";"s";"0";"s";"s";"177";"31";"s";"0";"0";"s";"46";"18";"s";"0";"s";"s";"38";"50";"s";"0";"s";"s";"74";"s";"s";"0";"0";"s";"69";"s";"s";"0";"0";"s";"42";"s";"s";"0";"0";"s";"16";"1";"1";".";"s";"s";1;"3";"2";".";"s";"s";"3";"4";"2";".";"s";"s";3;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"s";"s";"26";"s";"0";"0";"s";"45";"30";"s";"0";"s";"s";"52";"13";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"35";"s";"s";"0";"0";"s";"116";"46";"27";".";"s";"s";45;"90";"53";".";"s";"s";81;"95";"45";".";"s";"s";80;"34";"s";"0";"s";"s";"58";"s";"s";"0";"0";"s";"13";"s";"s";"0";"0";"s";"14";"s";"s";"0";"0";"0";"14";"29";"s";"0";"0";"s";"44";"25";"13";"0";"0";"0";"38";"s";"s";"0";"0";"s";"32";"s";"s";"0";"0";"s";"70";"66";"66";".";"s";"s";68;"1962";"1942";".";"s";"s";1955;"1987";"1978";".";"s";"s";1980;"s";"s";"0";"0";"s";"20";"139";"s";"0";"s";"s";"184";"s";"s";"0";"s";"s";"81";"s";"s";"0";"0";"0";"31";"117";"s";"0";"0";"s";"147";"48";"22";"0";"s";"s";"82";"s";"s";"0";"0";"s";"25"
"Campo";"2A056";2019;"43";"s";"0";"s";"s";63;"s";"s";"0";"s";"s";"28";"s";"s";"0";"s";"s";"35";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"s";"21";"s";"s";"0";"0";"0";"14";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"2";"s";".";"s";"s";2;"3";"s";".";"s";"s";"3";"3";"s";".";"s";"s";3;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"s";"17";"s";"s";"0";"0";"s";"14";"s";"s";"0";"0";"0";"11";"61";"s";".";"s";"s";52;"76";"s";".";"s";"s";71;"71";"s";".";"s";"s";67;"27";"s";"0";"s";"s";"44";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"87";"s";".";"s";"s";81;"1892";"s";".";"s";"s";1886;"1880";"s";".";"s";"s";1880;"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"s";"50";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"0";"15";"23";"s";"0";"s";"s";"35";"s";"s";"0";"0";"s";"s"
"Cannelle";"2A060";2019;"s";"s";"0";"0";"0";19;"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";".";".";".";2;"s";"s";".";".";".";"4";"s";"s";".";".";".";3;"0";"0";"0";0;0;"0";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";".";".";".";50;"s";"s";".";".";".";93;"s";"s";".";".";".";93;"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";".";".";".";88;"s";"s";".";".";".";1907;"s";"s";".";".";".";1961;"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s"
"Carbini";"2A061";2019;"26";"s";"0";"0";"s";45;"s";"s";"0";"0";"s";"17";"s";"s";"0";"0";"s";"28";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"13";"s";"0";"0";"0";"s";"11";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"2";"s";".";".";"s";2;"4";"s";".";".";"s";"4";"4";"s";".";".";"s";4;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"14";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"14";"38";"s";".";".";"s";37;"90";"s";".";".";"s";79;"80";"s";".";".";"s";78;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"67";"s";".";".";"s";63;"1937";"s";".";".";"s";1929;"1958";"s";".";".";"s";1955;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"31";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"22";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s"
"Carbuccia";"2A062";2019;"96";"45";"0";"s";"s";159;"s";"s";"0";"s";"s";"55";"s";"s";"0";"s";"s";"104";"s";"s";"0";"0";"s";"17";"14";"s";"0";"0";"s";"28";"35";"s";"0";"s";"s";"52";"26";"s";"0";"s";"s";"42";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"1";"1";".";"s";"s";1;"3";"3";".";"s";"s";"3";"3";"3";".";"s";"s";3;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"19";"s";"0";"s";"s";"39";"19";"s";"0";"s";"s";"33";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"41";"33";".";"s";"s";38;"74";"64";".";"s";"s";70;"69";"57";".";"s";"s";62;"34";"s";"0";"s";"s";"65";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"11";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"13";"27";"s";"0";"s";"s";"38";"90";"97";".";"s";"s";93;"1930";"1898";".";"s";"s";1917;"1976";"1892";".";"s";"s";1968;"s";"s";"0";"s";"s";"38";"59";"s";"0";"s";"s";"91";"s";"s";"0";"0";"s";"30";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"37";"s";"0";"s";"s";"66";"19";"s";"0";"s";"s";"s"
"Cardo-Torgia";"2A064";2019;"s";"s";"0";"0";"0";11;"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";".";".";".";2;"s";"s";".";".";".";"4";"s";"s";".";".";".";3;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";".";".";".";39;"s";"s";".";".";".";76;"s";"s";".";".";".";77;"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";".";".";158;"s";"s";".";".";".";1921;"s";"s";".";".";".";1986;"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s"
"Cargèse";"2A065";2019;"341";"167";"0";"0";"31";539;"146";"127";"0";"0";"14";"287";"195";"40";"0";"0";"17";"252";"s";"s";"0";"0";"s";"45";"64";"s";"0";"0";"s";"106";"83";"s";"0";"0";"s";"160";"90";"26";"0";"0";"13";"129";"46";"s";"0";"0";"s";"59";"s";"s";"0";"0";"s";"40";"1";"1";".";".";"2";1;"4";"3";".";".";"4";"3";"3";"3";".";".";"4";3;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"0";"13";"s";"s";"0";"0";"s";"50";"62";"s";"0";"0";"s";"108";"63";"s";"0";"0";"s";"125";"36";"24";"0";"0";"11";"71";"146";"s";"0";"0";"s";"172";"49";"28";".";".";"37";45;"90";"61";".";".";"85";81;"79";"60";".";".";"82";70;"91";"s";"0";"0";"s";"174";"s";"s";"0";"0";"0";"s";"29";"s";"0";"0";"s";"43";"35";"s";"0";"0";"s";"52";"58";"s";"0";"0";"s";"69";"38";"s";"0";"0";"s";"69";"s";"s";"0";"0";"s";"s";"56";"s";"0";"0";"s";"75";"80";"83";".";".";"76";81;"1938";"1912";".";".";"1947";1930;"1975";"1958";".";".";"1982";1974;"s";"s";"0";"0";"0";"23";"222";"118";"0";"0";"19";"359";"s";"s";"0";"0";"12";"157";"s";"s";"0";"0";"s";"54";"172";"70";"0";"0";"15";"257";"92";"s";"0";"0";"s";"189";"s";"s";"0";"0";"0";"39"
"Cargiaca";"2A066";2019;"s";"s";"0";"s";"s";23;"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";".";"s";"s";1;"s";"s";".";"s";"s";"3";"s";"s";".";"s";"s";3;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"0";"s";"0";"s";"0";"0";"s";"s";"s";"s";".";"s";"s";28;"s";"s";".";"s";"s";68;"s";"s";".";"s";"s";70;"s";"s";"0";"0";"s";"s";"0";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"s";"s";"s";".";"s";"s";74;"s";"s";".";"s";"s";1889;"s";"s";".";"s";"s";1888;"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s"
"Casaglione";"2A070";2019;"174";"31";"0";"s";"s";227;"75";"s";"0";"s";"s";"112";"99";"s";"0";"s";"s";"115";"s";"s";"0";"0";"s";"27";"34";"s";"0";"s";"s";"52";"40";"s";"0";"s";"s";"55";"s";"s";"0";"s";"s";"55";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"16";"2";"1";".";"s";"s";1;"3";"2";".";"s";"s";"3";"3";"2";".";"s";"s";3;"0";"0";"0";0;0;"0";"s";"0";"0";"0";"0";"s";"28";"s";"0";"s";"s";"42";"28";"s";"0";"s";"s";"46";"s";"s";"0";"s";"s";"33";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"81";"51";"30";".";"s";"s";49;"85";"51";".";"s";"s";79;"80";"40";".";"s";"s";67;"29";"s";"0";"s";"s";"43";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"25";"s";"0";"0";"s";"42";"s";"s";"0";"0";"s";"37";"s";"s";"0";"0";"s";"18";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"51";"70";"63";".";"s";"s";67;"1960";"1954";".";"s";"s";1958;"1979";"1973";".";"s";"s";1976;"s";"s";"0";"0";"s";"13";"121";"s";"0";"s";"s";"156";"s";"s";"0";"s";"s";"58";"s";"s";"0";"0";"s";"33";"100";"s";"0";"0";"s";"124";"38";"s";"0";"s";"s";"58";"s";"s";"0";"0";"s";"12"
